,Frame,time_sec,angle_1_deg,angle_2_deg,angle_3_deg,angle_4_deg,angle_5_deg,angle_6_deg,angular_velocity_1_deg_per_s,angular_velocity_2_deg_per_s,angular_velocity_3_deg_per_s,angular_velocity_4_deg_per_s,angular_velocity_5_deg_per_s,angular_velocity_6_deg_per_s,vertex_speed_angle_1_p13_coord_per_s,vertex_speed_angle_2_p14_coord_per_s,vertex_speed_angle_3_p13_coord_per_s,vertex_speed_angle_4_p14_coord_per_s,vertex_speed_angle_5_p23_coord_per_s,vertex_speed_angle_6_p24_coord_per_s,rom_1s_angle_1_deg,rom_1s_angle_2_deg,rom_1s_angle_3_deg,rom_1s_angle_4_deg,rom_1s_angle_5_deg,rom_1s_angle_6_deg,symmetry_absdiff_angle_1_vs_2_deg,symmetry_absdiff_angle_3_vs_4_deg,symmetry_absdiff_angle_5_vs_6_deg,LDF_bloodflow
13641,13641,454.7,145.966862,157.940564,87.468867,29.253309,64.722341,93.769377,-38.659645,21.127418,15.359224,-46.024072,14.862744,45.772077,0.15,0.33541,0.15,0.33541,0.03,0.03,31.916117,15.071493,28.195536,11.580446,26.832419,28.797576,11.973702,58.215558,29.047036,136.1
13644,13644,454.8,152.470802,159.097493,84.637488,27.681359,72.613336,108.490305,-42.463813,1.446626,21.375321,13.307175,92.407876,169.910906,0.042426,0.220454,0.042426,0.220454,0.342053,0.332716,51.512733,15.071493,31.876669,8.868132,25.389546,28.400818,6.626691,56.956129,35.876969,95.0
13647,13647,454.9,130.542534,155.889839,97.808736,25.653759,68.094469,85.412627,-414.894027,-38.955032,339.206487,35.121549,-87.641116,-365.05395,0.930967,3.150143,0.930967,3.150143,0.03,0.03,39.285868,15.071493,22.614253,12.425451,25.389546,35.231833,25.347305,72.154977,17.318158,88.0
13650,13650,455.0,134.531406,168.774934,96.002741,19.242521,52.984191,77.663076,118.217023,277.223568,-8.71432,-72.808676,-421.209807,-203.711176,3.0015,1.652725,3.0015,1.652725,0.073485,0.192094,39.285868,21.982526,22.614253,16.863397,33.485955,42.981384,34.243528,76.76022,24.678884,64.9
13653,13653,455.1,131.975522,160.268625,96.174151,19.588388,68.541131,87.372241,-113.457547,26.723515,-9.534432,-58.60959,82.066779,-13.310662,0.635689,1.710526,0.635689,1.710526,0.051962,0.03,39.285868,20.45528,22.614253,15.766394,33.45038,42.981384,28.293103,76.585762,18.83111,62.2
13656,13656,455.2,136.993493,166.893935,96.757843,19.005904,53.025899,81.32853,26.211682,14.305343,-6.345803,-7.348735,-131.00947,-73.180717,0.042426,0.660681,0.042426,0.660681,0.11225,0.127279,39.285868,17.445401,22.614253,14.824368,30.973997,42.981384,29.900442,77.751939,28.302631,61.0
13659,13659,455.3,129.413049,164.550492,97.522572,20.614128,58.412329,78.908048,-311.489548,-32.479226,156.334227,21.399473,118.383935,-115.040204,2.283353,3.451304,2.283353,3.451304,0.152971,0.134164,40.04473,17.445401,23.665307,14.824368,30.973997,42.981384,35.137443,76.908444,20.495719,98.4
13662,13662,455.4,132.23097,160.947003,99.101064,20.909335,73.881548,99.861513,133.482617,-102.480401,-52.486097,-67.63345,260.224758,534.825855,3.244025,4.89092,3.244025,4.89092,0.218403,0.218403,49.402079,17.445401,32.287743,14.824368,20.897356,36.616048,28.716034,78.191729,25.979966,94.1
13665,13665,455.5,123.563577,161.369945,107.477964,24.104963,74.222771,65.221202,154.13158,11.610807,-242.443154,-63.368606,171.700579,-364.03739,0.094868,0.347275,0.094868,0.347275,0.03,0.03,51.031922,17.445401,40.364919,14.824368,21.23858,49.057922,37.806368,83.373001,9.001569,81.3
13668,13668,455.6,123.630789,160.209967,104.994493,23.374557,77.493254,91.789853,182.834803,9.471338,-187.772965,-19.453544,46.042156,148.236816,1.321703,2.138434,1.321703,2.138434,0.06,0.0,51.921483,17.445401,40.364919,14.824368,24.509063,49.057922,36.579178,81.619936,14.296598,68.7
13671,13671,455.7,137.980848,159.198271,96.537046,25.487757,81.510166,105.751187,55.024921,30.938153,-34.190657,31.960772,19.846452,-228.749749,0.067082,0.934345,0.067082,0.934345,0.042426,0.0,51.921483,17.445401,40.364919,14.824368,28.525975,48.154977,21.217423,71.049289,24.241021,66.6
13674,13674,455.8,125.318991,158.087558,104.820127,30.615906,87.071254,100.123273,-564.187191,5.153564,437.558452,60.721151,69.784242,-368.666885,0.590169,5.438777,0.590169,5.438777,0.487442,0.451996,34.934506,13.52751,30.921915,11.610002,34.087063,48.154977,32.768566,74.204221,13.052019,66.9
13677,13677,455.9,139.28127,163.667995,85.189922,29.122165,88.80065,109.538554,296.89538,64.266865,-254.083089,71.187882,-30.850497,47.075109,0.577841,1.768219,0.577841,1.768219,0.212132,0.214243,26.588935,13.52751,30.36948,11.610002,36.844809,48.154977,24.386725,56.067757,20.737904,49.3
13680,13680,456.0,146.51188,151.566962,83.849758,33.532933,96.231355,120.025126,-199.200185,49.285468,143.792915,-153.539687,161.31609,-177.634114,0.03,5.367988,0.03,5.367988,0.5002,0.429535,35.61559,18.850821,42.412676,19.645019,43.247164,60.725062,5.055083,50.316825,23.793771,62.5
13683,13683,456.1,136.863934,160.412723,89.244736,34.034572,99.411986,119.1429,97.681096,293.557147,-99.669257,-65.001048,47.820241,23.876543,0.453982,1.155682,0.453982,1.155682,0.212132,0.182483,35.61559,21.013626,42.412676,19.645019,46.605456,60.725062,23.548789,55.210164,19.730914,64.3
13686,13686,456.2,135.668015,164.712629,86.340231,31.320231,90.213476,101.243296,145.432952,-17.854976,-218.63534,-13.159821,-63.493067,-243.682594,1.710263,1.782414,1.710263,1.782414,0.241868,0.169706,35.61559,20.325383,42.412676,23.161774,46.605456,60.725062,29.044614,55.02,11.02982,53.9
13689,13689,456.3,138.922545,162.783624,97.396865,35.941713,92.032563,111.909815,309.501547,393.880855,-312.56839,-93.936435,26.320286,17.247826,0.903991,2.077811,0.903991,2.077811,0.12,0.03,35.61559,18.739242,49.711441,40.779247,41.219026,60.725062,23.861078,61.455151,19.877252,33.9
13692,13692,456.4,134.653655,154.9999,98.614085,45.356335,91.324913,114.464076,-243.174092,272.415804,30.292543,121.144831,-162.76317,-90.233885,0.192094,1.231463,0.192094,1.231463,0.06,0.09,35.61559,19.388421,49.711441,40.484041,31.131937,60.725062,20.346245,53.257751,23.139163,20.5
13695,13695,456.5,138.730302,160.761342,84.085564,34.910544,97.251433,118.989526,579.529598,247.036852,-544.953834,-143.655371,8.086685,58.843778,1.770508,1.77,1.770508,1.77,0.073485,0.11225,35.61559,28.641552,49.711441,38.018818,25.408585,60.725062,22.03104,49.17502,21.738093,21.0
13698,13698,456.6,140.083352,171.777763,81.816576,30.110886,113.887802,126.001937,-52.634061,27.569404,-72.586106,-152.543454,243.240466,-244.538112,1.65,3.941434,1.65,3.941434,0.182483,0.067082,33.739237,35.11152,51.483896,38.018818,36.75206,42.363355,31.69441,51.705689,12.114135,50.3
13701,13701,456.7,138.696,165.37129,82.47058,32.107954,113.276112,127.38758,-68.377076,21.994745,66.185198,-19.253444,80.994465,70.126958,0.152971,1.092016,0.152971,1.092016,0.152971,0.152971,33.739237,35.11152,51.483896,35.905619,32.377636,34.029934,26.675289,50.362627,14.111469,91.5
13704,13704,456.8,134.744724,166.443682,86.868401,31.683099,114.728959,134.948551,-16.595858,-34.450448,24.015346,50.708965,21.268101,152.124101,0.161555,0.650385,0.161555,0.650385,0.03,0.0,33.739237,36.793742,51.483896,34.64414,27.657705,34.825278,31.698958,55.185302,20.219592,89.5
13707,13707,456.9,135.100138,165.78801,87.321497,32.347974,110.486429,129.869616,-64.294873,-41.651525,60.138262,19.855284,-14.67275,-20.473396,0.03,0.39,0.03,0.39,0.094868,0.127279,33.739237,36.793742,51.483896,32.271211,26.520618,33.705254,30.687872,54.973524,19.383187,82.2
13710,13710,457.0,130.603055,168.122075,94.026973,30.749907,122.844766,144.581856,18.771176,28.547241,11.059219,13.940944,202.664913,156.70971,0.37108,0.284605,0.37108,0.284605,0.099499,0.099499,32.532532,36.793742,51.483896,31.400575,32.63129,43.338559,37.519019,63.277066,21.737089,65.1
13713,13713,457.1,129.180093,168.877216,97.477825,30.232786,126.939076,147.04167,-0.797864,-16.813794,1.736602,37.877178,87.959705,42.266622,0.137477,0.997697,0.137477,0.997697,0.042426,0.03,32.532532,36.793742,51.483896,32.423162,36.7256,48.913868,39.697123,67.245039,20.102594,77.7
13716,13716,457.2,134.813023,169.242666,90.115648,29.565143,126.371056,146.18914,-69.082246,-17.958337,86.941303,-47.115545,60.747888,-55.073934,1.290349,0.664756,1.290349,0.664756,0.042426,0.067082,32.532532,36.793742,51.483896,32.423162,36.7256,48.913868,34.429643,60.550505,19.818084,74.1
13719,13719,457.3,129.29865,167.695014,97.794354,31.53799,127.873364,152.648063,16.678834,-45.494793,33.450456,45.280532,8.457754,72.292425,0.7506,1.350333,0.7506,1.350333,0.271662,0.241868,32.532532,36.793742,39.164667,23.734628,36.548451,40.738248,38.396364,66.256363,24.774699,74.4
13722,13722,457.4,122.742024,163.986044,101.01705,33.01231,126.193718,144.567696,-31.405315,-2.167203,-28.555881,24.191222,-4.7552,-68.19196,1.023963,0.108167,1.023963,0.108167,0.042426,0.06,32.532532,36.793742,30.876421,16.386121,36.548451,38.183987,41.24402,68.004739,18.373978,118.8
13725,13725,457.5,114.247692,155.306414,111.313956,37.232085,128.60757,144.675051,-131.141337,-76.146371,143.986028,0.400808,96.524786,72.754394,0.841071,0.276586,0.841071,0.276586,0.03,0.0,37.697488,18.15357,39.939685,8.261871,31.356137,33.658537,41.058722,74.081872,16.067481,115.6
13728,13728,457.6,118.463749,166.146498,107.362663,34.057582,132.47511,150.560697,-32.25431,44.254373,-11.846811,-8.657694,54.146998,-29.268034,0.366197,0.432666,0.366197,0.432666,0.03,0.03,28.820141,18.15357,32.33478,8.531522,22.502723,27.880323,47.682749,73.305081,18.085587,111.2
13731,13731,457.7,110.623555,159.94974,113.065596,34.834922,141.235855,149.519289,-50.192769,-66.210715,41.767263,-6.815338,145.014883,145.302442,1.358308,0.532447,1.358308,0.532447,0.155885,0.152971,28.663923,18.15357,30.595015,8.531522,31.263468,25.260483,49.326185,78.230674,8.283434,100.5
13734,13734,457.8,107.987093,166.911809,114.557414,32.281812,142.225222,148.297016,-75.698618,99.632701,32.056386,-26.263578,28.513458,-13.536401,1.624438,0.155885,1.624438,0.155885,0.271662,0.241868,29.256207,16.329412,29.240525,8.531522,32.252835,23.100501,58.924716,82.275602,6.071793,101.3
13737,13737,457.9,109.707788,165.070934,112.24915,33.92177,142.235941,151.664844,26.208231,18.984203,-54.961937,9.238564,-46.460521,28.207481,0.123693,0.437836,0.123693,0.437836,0.03,0.0,29.128671,16.329412,27.33981,8.531522,33.298196,22.778447,55.363146,78.32738,9.428903,77.5
13740,13740,458.0,101.637562,164.024813,113.550365,32.661301,144.308732,160.219792,-69.465028,57.411313,-30.431738,-21.998569,52.59501,122.683093,1.32,0.340735,1.32,0.340735,0.03,0.03,35.478203,16.329412,27.347152,8.531522,21.463966,19.497459,62.387252,80.889064,15.91106,83.2
13743,13743,458.1,112.979733,165.418598,109.251566,33.623997,144.998997,165.596398,135.726677,-75.490985,-129.845577,59.845494,0.044962,-25.923282,0.9,1.592828,0.9,1.592828,0.123693,0.161555,35.478203,16.329412,27.347152,7.936592,21.176,25.738176,52.438866,75.627568,20.597401,107.9
13746,13746,458.2,99.82094,168.857806,112.163618,31.47479,146.87751,166.350523,-43.043902,5.035472,-2.657334,14.454065,-38.483424,4.206573,0.541664,0.172337,0.541664,0.172337,0.182483,0.18,34.992083,13.936252,24.449109,7.936592,23.435672,26.135454,69.036866,80.688828,19.473013,94.3
13749,13749,458.3,102.648567,163.819016,111.531218,33.798111,129.04395,164.655653,11.142127,-60.351905,4.297219,31.815995,-531.137397,-31.367338,0.146969,0.90846,0.146969,0.90846,0.184932,0.182483,29.47771,13.551392,16.770403,6.508748,23.435672,26.135454,61.17045,77.733107,35.611703,92.8
13752,13752,458.4,97.089139,168.914927,102.660581,28.90528,147.039439,162.876412,-20.917709,59.765034,-164.131018,26.722596,-39.294987,151.983585,1.170769,0.814985,1.170769,0.814985,0.0,0.042426,25.652885,13.608513,13.547706,9.487209,23.538759,26.135454,71.825787,73.755301,15.836973,63.3
13755,13755,458.5,96.416591,164.453414,106.885015,29.479493,138.099226,155.625903,-86.20592,-133.218965,87.857799,3.499775,-335.050246,-20.725679,0.9005,0.35242,0.9005,0.35242,0.099499,0.099499,23.122302,13.608513,11.904175,9.487209,23.448328,23.145204,68.036823,77.405522,17.526677,55.4
13758,13758,458.6,94.725177,164.79909,104.171488,29.714036,124.381198,167.701826,-80.483649,-12.168144,-8.074938,-4.13186,-705.620977,96.806064,0.123693,0.198997,0.123693,0.198997,0.0,0.03,23.738573,8.965187,11.904175,7.047573,25.887237,23.989245,70.073914,74.457452,43.320629,61.3
13761,13761,458.7,98.179129,163.481838,99.17601,30.382126,151.060387,167.67677,21.19455,10.006545,-70.73505,21.401962,-54.074159,-16.014121,0.123693,0.639218,0.123693,0.639218,0.094868,0.123693,18.254556,8.965187,15.388746,6.820395,28.481661,19.913558,65.30271,68.793884,16.616383,40.7
13764,13764,458.8,116.65453,153.489042,97.384835,40.331029,141.104046,151.658077,299.455082,-157.650494,-13.412246,163.63529,-189.883318,-145.744157,4.414589,0.596238,4.414589,0.596238,0.488365,0.488365,21.929354,15.425885,17.179921,12.316502,28.481661,19.913558,36.834512,57.053806,10.554032,59.7
13767,13767,458.9,108.796177,146.543659,94.028791,40.030571,140.237641,150.205985,-191.654666,-217.505327,67.577181,-26.517368,425.466716,81.343799,1.273146,0.155885,1.273146,0.155885,0.11225,0.094868,21.929354,22.371268,22.788538,12.899956,28.481661,20.716049,37.747482,53.99822,9.968344,60.5
13770,13770,459.0,106.093062,154.224449,92.816877,33.42038,148.203378,150.253591,-301.854263,63.499085,110.780372,-281.199908,77.397628,8.069852,3.675949,2.207397,3.675949,2.207397,0.164317,0.155885,21.929354,22.371268,24.946623,14.779184,28.481661,21.47057,48.131387,59.396496,2.050212,57.5
13773,13773,459.1,111.078255,158.777733,84.833538,29.637672,155.280247,160.160621,-35.058342,-21.50399,-75.884037,6.468949,22.639811,9.414427,0.226495,0.230434,0.226495,0.230434,0.084853,0.067082,21.929354,22.371268,27.9044,14.779184,30.899049,21.47057,47.699479,55.195866,4.880373,44.0
13776,13776,459.2,115.307585,155.015616,77.94274,31.23376,157.760964,164.686648,67.962273,-38.364104,-80.4811,-16.704856,59.795256,95.758624,0.332716,0.174929,0.332716,0.174929,0.094868,0.042426,21.929354,22.371268,34.795198,14.779184,33.379766,21.47057,39.708031,46.70898,6.925684,47.8
13779,13779,459.3,128.206501,151.040289,72.108009,33.904507,155.800402,162.045048,-41.075176,-112.940406,-86.359707,25.446136,126.479979,82.032236,1.92398,1.764908,1.92398,1.764908,0.042426,0.03,34.850497,22.371268,39.423209,14.779184,33.901106,21.47057,22.833787,38.203502,6.244647,45.3
13782,13782,459.4,129.120261,159.179198,69.770471,28.241709,159.386956,127.879812,69.26003,58.341083,-35.43473,-40.955106,225.272171,-962.972572,0.152971,0.789177,0.152971,0.789177,0.212132,0.21,34.850497,22.371268,37.114543,14.552001,35.005758,40.330761,30.058937,41.528762,31.507143,53.2
13785,13785,459.5,135.801027,153.823129,61.142358,29.504232,152.171358,137.035265,80.902702,-113.946137,-181.362956,-53.828947,50.370854,122.404433,0.073485,0.554797,0.073485,0.554797,0.03,0.042426,41.07585,19.557474,45.742656,14.552001,35.005758,40.330761,18.022102,31.638126,15.136093,46.2
13788,13788,459.6,152.475913,158.8377,53.720036,35.901365,150.046793,158.783081,142.493076,116.371346,34.785864,210.719082,-180.723734,-118.730954,3.576297,1.094075,3.576297,1.094075,0.603738,0.603738,57.750737,18.255431,51.610982,14.552001,35.005758,40.330761,6.361787,17.818671,8.736289,75.7
13791,13791,459.7,151.358548,153.74177,49.568721,34.018045,156.08308,157.875037,2.716322,-229.051924,-98.265973,-151.282442,261.694759,952.872691,1.001299,0.230434,1.001299,0.230434,0.03,0.0,54.296784,17.360648,49.757,14.552001,33.331538,41.564156,2.383222,15.550675,1.791956,62.7
13794,13794,459.8,149.02642,152.86112,54.354012,52.326454,151.591215,163.007506,61.046112,6.549644,-68.111934,158.070861,93.328039,344.731644,3.392123,1.115258,3.392123,1.115258,0.33,0.3,46.382851,16.364779,47.816114,24.084745,33.331538,38.574034,3.8347,2.027558,11.416291,60.4
13797,13797,459.9,148.223815,153.983387,51.521191,49.111306,156.264533,156.469185,-17.68308,53.758314,-50.916805,22.496121,-36.611548,-88.433052,1.024402,0.660681,1.024402,0.660681,0.03,0.0,46.382851,16.364779,44.46007,24.084745,19.149315,38.574034,5.759572,2.409885,0.204652,70.6
13800,13800,460.0,151.11421,154.119743,49.321425,45.774926,157.118813,161.561699,54.366638,82.763093,-55.777851,-24.344424,-13.626306,-7.739456,0.220454,0.18,0.220454,0.18,0.042426,0.03,47.66207,11.86815,43.495452,24.084745,12.027034,38.574034,3.005533,3.546499,4.442887,85.8
13803,13803,460.1,159.535607,154.320595,48.2715,51.61018,151.627201,151.872926,211.241263,-91.710644,-121.065411,158.236794,-58.80789,-90.326732,0.25632,2.34173,0.25632,2.34173,0.042426,0.042426,48.457352,10.336545,36.562038,24.084745,12.027034,38.574034,5.215012,3.338681,0.245725,52.5
13806,13806,460.2,155.022067,153.057559,46.832725,44.716679,153.737876,157.443958,-25.757448,202.156313,27.231698,23.587636,-27.867078,-7.185697,0.228473,0.146969,0.228473,0.146969,0.042426,0.0,44.228022,17.751467,33.136169,24.084745,12.027034,38.574034,1.964508,2.116046,3.706081,35.8
13809,13809,460.3,156.825419,155.996715,46.10953,46.673422,156.081806,149.440461,-53.863474,63.242595,21.335049,58.484862,-1.579256,-45.879945,0.25807,1.47611,0.25807,1.47611,0.042426,0.06,33.700835,17.751467,32.276456,24.084745,12.027034,37.257625,0.828703,0.563892,6.641345,64.1
13812,13812,460.4,154.625859,152.784756,48.137557,46.358011,155.883961,156.619983,-9.239503,-34.080348,9.019341,-7.391243,7.582341,43.604875,0.09,0.263249,0.09,0.263249,0.03,0.03,30.415346,17.751467,24.9639,24.084745,12.027034,37.257625,1.841104,1.779545,0.736023,91.6
13815,13815,460.5,152.428954,151.287897,48.714153,49.677796,161.113971,161.34809,-37.756378,-110.629068,36.595304,46.20022,98.83998,-77.259142,0.84534,1.951845,0.84534,1.951845,0.06,0.06,23.73458,17.751467,16.335786,23.731287,13.754049,37.810781,1.141057,0.963643,0.234119,56.6
13818,13818,460.6,154.660402,145.616436,48.973333,50.581503,159.51328,161.354763,-18.425848,4.813658,51.926226,56.252012,-39.175519,25.795191,0.301496,0.11225,0.301496,0.11225,0.0,0.03,12.544058,17.751467,11.817839,18.308409,13.97251,37.810781,9.043967,1.608171,1.841484,42.9
13821,13821,460.7,158.382172,153.841739,41.749179,38.000545,163.735042,164.888258,115.547371,295.447441,-126.259821,-313.45468,127.469931,62.151725,1.981136,1.301115,1.981136,1.301115,0.03,0.03,12.544058,13.752249,14.875231,18.308409,15.254762,15.447796,4.540433,3.748634,1.153215,31.1
13824,13824,460.8,159.137852,152.837157,41.124799,35.803435,166.270349,164.001544,14.947958,27.902678,16.177582,-41.575871,73.911545,-3.521564,1.775077,0.9005,1.775077,0.9005,0.03,0.03,11.600526,13.752249,13.951486,16.523019,14.679134,15.447796,6.300695,5.321364,2.268804,25.8
13827,13827,460.9,159.6176,150.157915,41.526591,37.9427,162.415295,163.306875,24.635955,18.995029,2.155756,-27.481432,12.542698,0.99902,0.391152,0.042426,0.391152,0.042426,0.182483,0.18,11.393786,13.752249,11.721467,15.806745,14.643147,15.447796,9.459685,3.583891,0.89158,20.4
13830,13830,461.0,159.381103,154.060591,42.761699,37.47218,159.206592,157.941481,-43.322198,58.527168,30.810918,38.23369,-89.428801,-44.104577,1.320341,0.241868,1.320341,0.241868,0.067082,0.067082,9.710967,13.752249,11.721467,15.806745,14.643147,15.447796,5.320512,5.28952,1.265111,38.1
13833,13833,461.1,160.760838,153.173486,42.183116,39.261458,166.813141,157.572457,-103.226156,-2.468675,63.139346,72.693482,-8.853732,-28.741306,0.946309,0.18,0.946309,0.18,0.099499,0.09,11.772756,12.371348,8.894861,15.806745,15.481065,15.447796,7.587352,2.921658,9.240684,83.1
13836,13836,461.2,163.037516,154.501545,40.92336,38.829114,168.804504,156.990482,50.003802,23.839896,-59.642364,-41.942206,22.906644,-3.703094,0.540833,0.514393,0.540833,0.514393,0.084853,0.067082,11.772756,12.003224,8.894861,14.778068,15.518086,15.447796,8.535971,2.094246,11.814022,94.7
13839,13839,461.3,161.827463,155.756799,42.488392,43.037229,169.291221,155.765696,41.799023,26.058621,5.407613,48.298531,-5.607821,-18.180514,0.842674,0.550727,0.842674,0.550727,0.042426,0.042426,11.772756,12.003224,8.894861,14.778068,14.054956,15.447796,6.070663,0.548836,13.525525,87.7
13842,13842,461.4,162.382346,151.055385,41.439452,44.932616,165.998205,153.668016,14.151514,-165.173946,-12.433594,94.015876,-37.309803,0.388886,0.152971,1.95852,0.152971,1.95852,0.155885,0.161555,11.772756,14.571459,8.894861,14.778068,13.802212,11.233205,11.326961,3.493165,12.330189,100.2
13845,13845,461.5,158.018157,153.437508,44.262619,45.683499,168.028058,150.256728,30.625534,-135.327676,30.514994,-2.434497,-18.334829,-24.624026,0.483735,0.418927,0.483735,0.418927,0.042426,0.042426,11.772756,14.571459,8.894861,14.778068,11.877936,14.631529,4.580649,1.420881,17.77133,85.1
