,Frame,time_sec,angle_1_deg,angle_2_deg,angle_3_deg,angle_4_deg,angle_5_deg,angle_6_deg,angular_velocity_1_deg_per_s,angular_velocity_2_deg_per_s,angular_velocity_3_deg_per_s,angular_velocity_4_deg_per_s,angular_velocity_5_deg_per_s,angular_velocity_6_deg_per_s,vertex_speed_angle_1_p13_coord_per_s,vertex_speed_angle_2_p14_coord_per_s,vertex_speed_angle_3_p13_coord_per_s,vertex_speed_angle_4_p14_coord_per_s,vertex_speed_angle_5_p23_coord_per_s,vertex_speed_angle_6_p24_coord_per_s,rom_1s_angle_1_deg,rom_1s_angle_2_deg,rom_1s_angle_3_deg,rom_1s_angle_4_deg,rom_1s_angle_5_deg,rom_1s_angle_6_deg,symmetry_absdiff_angle_1_vs_2_deg,symmetry_absdiff_angle_3_vs_4_deg,symmetry_absdiff_angle_5_vs_6_deg,LDF_bloodflow
13374,13374,445.8,151.406383,133.94042,56.493761,88.096327,153.359129,125.689348,13.504124,-37.889773,120.462266,184.126007,-30.454749,53.781937,0.780577,0.362491,0.780577,0.362491,0.051962,0.03,35.741227,24.316323,9.584135,18.196461,55.926852,48.600826,17.465963,31.602565,27.669782,157.1
13377,13377,445.9,149.21176,150.876741,54.559004,80.745194,163.889317,128.242674,-201.588798,323.179258,93.939373,-4.309385,174.231182,-44.450362,1.682409,1.380326,1.682409,1.380326,0.18,0.18,31.427396,24.316323,9.584135,18.196461,55.926852,48.600826,1.664981,26.18619,35.646644,152.5
13380,13380,446.0,156.71098,140.041297,48.287783,78.320117,167.953021,125.22303,68.575504,-19.995903,-32.805322,3.399187,-100.51724,-128.661429,0.130767,0.313209,0.130767,0.313209,0.09,0.067082,22.652723,23.947813,9.151998,17.259007,31.992644,19.833338,16.669684,30.032334,42.729991,131.7
13383,13383,446.1,149.170191,140.793328,49.110123,73.884877,166.833491,123.89338,-106.062377,-18.052346,21.637112,-4.605081,-25.694007,-126.458808,0.782879,0.33541,0.782879,0.33541,0.15,0.15,18.731488,23.947813,8.525933,14.472271,31.992644,17.300417,8.376864,24.774754,42.94011,135.4
13386,13386,446.2,145.147495,147.986347,48.763934,67.773713,173.105221,131.103707,32.437924,40.030731,2.482799,-67.035727,44.464394,96.34829,0.12,0.451996,0.12,0.451996,0.042426,0.03,18.731488,23.947813,8.525933,20.485728,31.992644,13.760731,2.838852,19.009779,42.001514,114.3
13389,13389,446.3,154.296168,146.739564,47.664039,66.354141,172.473441,140.896872,-7.740593,-42.747589,-24.436072,-8.195329,49.660707,188.116574,0.385357,0.871034,0.385357,0.871034,0.276586,0.24,17.79557,20.470225,9.144081,22.07849,30.175667,23.379566,7.556604,18.690102,31.57657,130.5
13392,13392,446.4,151.478756,148.029015,47.301323,67.363702,168.000621,141.026487,-7.579379,83.503448,-7.719876,2.263765,-34.334928,-18.359376,0.212132,0.123693,0.212132,0.123693,0.03,0.0,17.79557,20.406888,9.192439,22.022616,26.105119,20.897067,3.449741,20.06238,26.974134,122.0
13395,13395,446.5,148.339363,145.37144,46.000674,64.666893,165.910387,145.546249,-138.500737,-38.984955,-20.352532,-44.143964,-30.248801,36.555546,0.201246,0.465725,0.201246,0.465725,0.0,0.03,17.79557,20.406888,10.493087,23.429433,26.105119,24.80485,2.967923,18.666219,20.364137,138.8
13398,13398,446.6,156.880404,162.635342,42.004936,50.886823,169.186134,149.92004,0.715437,181.089641,-51.011358,-179.647399,28.798331,117.056627,1.681606,2.864175,1.681606,2.864175,0.03,0.03,17.964993,29.647683,14.488825,37.209504,26.105119,29.178641,5.754939,8.881887,19.266094,138.4
13401,13401,446.7,151.108228,158.959256,43.543248,53.050266,164.266624,151.27539,34.514179,7.374833,-5.526373,75.129029,115.335039,-13.887989,0.633561,1.426499,0.633561,1.426499,0.03,0.03,12.837188,29.647683,16.603636,37.550361,22.39956,31.136483,7.851027,9.507018,12.991234,128.8
13404,13404,446.8,162.727454,157.945308,39.452162,51.099486,168.069574,153.865905,3.304391,-53.419771,30.021051,41.783746,89.797272,22.086084,0.554797,0.6634,0.554797,0.6634,0.03,0.0,18.661223,29.647683,18.0423,38.389632,22.39956,29.972525,4.782145,11.647324,14.203669,111.6
13407,13407,446.9,168.001746,155.986147,34.941135,49.949239,155.390884,157.150029,103.054877,-107.525043,-39.321909,82.345355,-194.689617,17.233545,1.770508,0.23622,1.770508,0.23622,0.152971,0.161555,23.935515,23.643844,19.617869,33.5408,17.714337,33.256649,12.015599,15.008104,1.759145,99.7
13410,13410,447.0,161.461467,160.427875,36.460692,43.601661,166.767638,158.978481,-3.734562,191.535994,3.346602,-96.916432,1.994257,37.147744,0.108167,1.84201,0.108167,1.84201,0.03,0.0,23.935515,22.594046,15.062821,34.718457,17.714337,35.085101,1.033592,7.140968,7.789157,113.7
13413,13413,447.1,172.317201,157.213009,31.930467,46.110691,160.60169,159.808792,-102.477255,40.029609,17.437005,-4.101836,-9.187955,21.874832,0.307409,0.15,0.307409,0.15,0.067082,0.067082,31.666879,21.842015,18.654723,30.283216,21.707243,36.91472,15.104192,14.180224,0.792898,130.3
13416,13416,447.2,166.247965,157.2067,31.712966,43.590985,165.420573,160.30861,-43.459825,30.932524,-16.293188,-17.82143,6.552312,129.787987,0.541664,1.693074,0.541664,1.693074,0.067082,0.067082,30.585615,17.389776,17.414701,24.182728,21.707243,29.704394,9.041265,11.878019,5.111963,143.7
13419,13419,447.3,166.649954,155.585247,30.204932,46.711668,157.819446,166.191608,108.383725,-35.691388,-3.651718,216.112201,-143.283415,267.783014,2.698333,5.490082,2.698333,5.490082,0.18,0.18,27.393746,17.389776,17.594237,27.855774,21.075463,26.47266,11.064708,16.506736,8.372162,164.8
13422,13422,447.4,162.384403,150.689357,28.818766,41.392775,163.950972,155.450163,-21.529898,34.518464,-56.470718,-79.93274,45.942048,-177.458679,0.09,2.403373,0.09,2.403373,0.06,0.108167,27.393746,17.263902,18.482557,27.855774,17.788157,25.165121,11.695045,12.574009,8.50081,140.2
13425,13425,447.5,170.42144,145.674528,31.561956,53.874299,158.728825,163.440542,82.356559,-87.80927,36.556519,389.351744,-166.887326,67.74398,9.70777,10.74067,9.70777,10.74067,0.042426,0.06,27.393746,17.263902,17.181908,25.158965,17.788157,20.733418,24.746912,22.312343,4.711716,126.1
13428,13428,447.6,170.260346,146.371218,27.332682,44.981645,161.328532,159.240911,-171.60576,122.460602,-78.068689,-208.419482,113.905572,72.326376,3.245689,4.710955,3.245689,4.710955,0.042426,0.03,26.022782,20.346145,16.394779,14.770971,17.788157,16.271568,23.889128,17.648963,2.087621,95.7
13431,13431,447.7,166.946993,162.736644,30.392548,40.268192,158.068042,156.120362,60.774191,-353.177633,0.777742,157.535375,-26.32627,-3.782895,0.03,2.080841,0.03,2.080841,0.099499,0.108167,24.872309,32.220034,16.210566,18.857286,16.671597,16.163503,4.21035,9.875644,1.94768,87.7
13434,13434,447.8,171.703783,151.596041,28.797419,39.996176,156.718287,163.192344,159.455825,-125.85548,-65.930671,-60.120845,-62.744733,143.901574,0.524786,3.043041,0.524786,3.043041,0.12,0.134164,14.51907,32.220034,12.119481,18.857286,16.671597,16.163503,20.107742,11.198757,6.474057,72.7
13437,13437,447.9,172.167061,153.142041,28.827451,40.998739,142.501089,162.581871,-32.802251,-17.736514,1.740374,-11.665147,226.739136,3.964908,0.488365,0.243721,0.488365,0.243721,0.0,0.03,14.51907,32.220034,9.128011,18.857286,31.82452,16.163503,19.025019,12.171288,20.080781,61.1
13440,13440,448.0,170.113337,152.207824,29.726829,44.215895,145.016243,146.748513,-18.784109,1.990249,-4.637914,101.412782,-34.456084,-197.924061,2.881406,3.067344,2.881406,3.067344,0.03,0.03,14.51907,32.220034,9.128011,18.857286,31.82452,19.443095,17.905513,14.489065,1.73227,71.2
13443,13443,448.1,171.19939,154.294152,28.35796,40.654654,131.948596,141.974999,-36.62814,185.70084,-11.455869,-32.292343,-279.804055,-231.755558,0.401373,0.971648,0.401373,0.971648,0.0,0.0,14.404242,32.220034,5.137349,18.857286,33.471977,24.216609,16.905238,12.296694,10.026402,110.0
13446,13446,448.2,170.043859,155.212529,28.230423,40.315122,109.179155,131.539143,77.219836,38.867464,-27.120183,-20.768738,-884.413261,-314.846799,0.362491,0.134164,0.362491,0.134164,0.0,0.0,14.404242,32.220034,4.662752,18.857286,56.241419,34.652465,14.83133,12.084699,22.359988,113.3
13449,13449,448.3,168.180119,151.892107,28.753661,39.078575,128.303903,146.009379,36.608855,-58.645542,-42.575418,-74.586012,24.871183,98.348129,0.383014,1.35665,0.383014,1.35665,0.094868,0.09,14.404242,32.220034,4.662752,18.857286,55.255806,34.652465,16.288012,10.324914,17.705476,90.7
13452,13452,448.4,167.993581,156.632446,28.809142,37.962918,134.175465,144.806162,0.997065,12.957963,4.097968,4.167677,82.620958,-17.592466,0.09,0.336749,0.09,0.336749,0.03,0.03,14.404242,32.220034,4.249137,18.857286,55.255806,31.901399,11.361135,9.153776,10.630697,80.3
13455,13455,448.5,166.72647,159.501699,30.707404,43.124572,129.076733,137.634077,-65.795586,-3.531279,60.481512,29.47759,-29.978161,19.73734,1.020441,0.249199,1.020441,0.249199,0.152971,0.18,14.404242,32.220034,4.249137,18.857286,52.149378,31.901399,7.224771,12.417168,8.557344,77.3
13458,13458,448.6,152.495609,163.189276,32.281097,37.750276,142.621579,148.170082,87.690969,21.617227,2.099657,-148.321301,236.917974,286.635638,3.06147,1.321022,3.06147,1.321022,0.271662,0.302985,23.687893,28.138014,4.948415,11.309367,52.149378,31.653202,10.693667,5.469179,5.548503,60.7
13461,13461,448.7,151.105643,163.128206,37.214501,42.316838,134.093124,137.60401,6.997956,-17.341917,67.045325,67.898967,-45.343871,-134.52222,0.658635,1.114047,0.658635,1.114047,0.067082,0.067082,23.687893,15.602146,9.138554,8.328151,51.864458,31.653202,12.022563,5.102337,3.510886,45.8
13464,13464,448.8,150.77921,163.004354,37.869911,39.771157,143.087083,144.282243,-186.230765,-44.097475,82.106101,22.323536,11.598896,-33.516219,3.390133,0.577062,3.390133,0.577062,0.331361,0.332716,23.687893,16.370146,9.793964,8.328151,47.539133,31.653202,12.225144,1.901246,1.19516,41.9
13467,13467,448.9,140.289257,171.302072,39.833704,35.270837,149.284216,147.740295,249.786932,96.12833,-82.958629,-22.677151,-50.381672,-21.821168,2.073692,0.580172,2.073692,0.580172,0.073485,0.067082,40.457302,23.197948,14.523045,8.945058,41.78445,31.042728,31.012816,4.562868,1.543921,59.1
13470,13470,449.0,146.70853,168.493578,40.776073,31.19177,154.507733,165.096094,98.182732,-46.223561,6.961055,-41.688763,-7.753897,42.921381,0.880284,1.339627,0.880284,1.339627,0.03,0.03,40.457302,23.929015,14.523045,13.024125,45.587041,33.556951,21.785048,9.584303,10.588361,71.0
13473,13473,449.1,141.091622,170.677992,43.552899,31.22505,153.784724,161.272603,-212.30358,-152.237861,118.787956,-76.066622,42.668471,64.207315,3.091456,0.720625,3.091456,0.720625,0.0,0.0,39.236364,24.007027,15.476952,12.433399,45.587041,33.556951,29.58637,12.327849,7.487879,63.1
13476,13476,449.2,139.661504,177.196085,42.254471,28.693653,153.511166,163.611306,473.244551,206.899745,-246.28969,-179.907726,83.544916,340.645949,1.654358,0.726223,1.654358,0.726223,0.0,0.03,46.61966,25.303979,22.388181,14.931516,45.587041,33.556951,37.534581,13.560818,10.100139,70.8
13479,13479,449.3,136.700312,170.529154,45.867765,30.715141,153.265882,162.591435,69.765494,-172.630801,48.22136,-69.709978,4.440478,99.872867,1.239113,0.724983,1.239113,0.724983,0.042426,0.03,46.61966,25.303979,22.388181,14.931516,29.978336,28.119928,33.828842,15.152624,9.325553,50.0
13482,13482,449.4,138.08948,166.450833,51.736855,37.909577,147.895248,151.95811,102.697972,-234.936511,146.910199,237.754994,-147.757288,-415.620094,5.702684,0.540833,5.702684,0.540833,0.0,0.0,45.566855,20.563639,23.045501,14.931516,25.689463,28.835948,28.361353,13.827278,4.062862,50.4
13485,13485,449.5,131.816487,174.96562,50.464138,33.867759,148.496851,146.344118,-271.824489,-11.64162,15.52336,-88.485505,107.420009,260.254932,2.145157,0.75776,2.145157,0.75776,0.0,0.03,42.839784,17.694387,21.597584,14.43092,25.689463,30.434252,43.149132,16.596379,2.152732,45.6
13488,13488,449.6,129.466621,169.775632,60.149643,31.405713,152.717001,151.479478,-79.134594,-100.625332,128.004288,-208.041939,209.463406,279.205347,1.621111,1.642346,1.621111,1.642346,0.03,0.042426,33.100216,15.343817,28.496077,13.623186,20.673072,30.434252,40.309011,28.743929,1.237523,45.8
13491,13491,449.7,132.294544,166.678437,54.237481,44.852164,143.954273,143.622175,11.493276,21.107721,-30.279224,153.405591,-114.10927,-74.124167,0.9005,1.996522,0.9005,1.996522,0.03,0.042426,33.100216,15.343817,25.016602,16.158512,20.673072,30.434252,34.383893,9.385317,0.332098,55.0
13494,13494,449.8,139.606863,175.932241,48.629253,39.926642,142.125725,138.440353,204.368903,-37.356137,-65.494072,126.084555,-131.132064,-300.645824,2.223241,0.842674,2.223241,0.842674,0.123693,0.12,26.892524,14.191731,23.275122,16.158512,12.640471,30.434252,36.325378,8.702612,3.685372,57.8
13497,13497,449.9,138.730114,176.377201,54.389167,37.637978,137.033702,136.653728,-43.766829,23.999906,77.357852,-23.891627,102.930757,111.096823,1.215278,1.355323,1.215278,1.355323,0.123693,0.123693,24.281722,11.689756,23.275122,16.158512,22.742342,33.864337,37.647087,16.751189,0.379974,49.9
13500,13500,450.0,135.383408,175.663185,54.118587,42.280725,131.668868,129.417945,44.041168,-39.86552,14.936358,-39.765383,-1.588393,0.93541,0.492037,0.137477,0.492037,0.137477,0.042426,0.067082,24.281722,11.689756,20.556342,16.158512,22.838864,36.425348,40.279777,11.837862,2.250923,43.8
13503,13503,450.1,141.713405,171.728846,45.377482,40.459256,134.186654,126.061959,58.511929,-87.697671,-83.248664,-72.257121,47.799552,301.317527,0.42107,0.336749,0.42107,0.336749,0.042426,0.051962,21.926876,11.689756,18.260377,16.158512,22.115856,61.266212,30.015441,4.918226,8.124695,32.8
13506,13506,450.2,141.886385,172.812892,47.568605,38.788264,133.66805,130.847241,-130.378722,89.483946,77.723031,86.407772,-204.616822,-54.57373,1.234747,0.164317,1.234747,0.164317,0.03,0.03,16.765721,11.689756,17.895172,16.158512,21.916232,61.266212,30.926507,8.780341,2.820809,40.3
13509,13509,450.3,138.678178,169.9214,50.246156,37.002211,131.529869,99.675876,-168.819257,-86.427403,161.443551,-52.541329,64.708767,25.481136,0.887412,2.2502,0.887412,2.2502,0.123693,0.123693,16.765721,11.689756,15.284938,14.867754,24.21219,66.985608,31.243222,13.243945,31.853993,47.6
13512,13512,450.4,131.398901,164.447732,53.103543,37.91351,130.716358,122.714997,-80.949576,-190.186583,26.796955,-43.96988,60.115686,493.125246,0.57,0.24,0.57,0.24,0.03,0.0,16.765721,13.216871,15.284938,13.446451,24.004499,53.131605,33.04883,15.190033,8.001361,31.8
13515,13515,450.5,132.748863,174.042195,54.991733,41.415917,122.931492,120.363407,-141.609025,-5.626239,67.047727,16.831402,10.913224,25.291597,1.361947,0.243721,1.361947,0.243721,0.094868,0.06,16.765721,13.216871,15.284938,13.446451,30.149283,52.652973,41.293332,13.575816,2.568084,62.9
13518,13518,450.6,133.381423,176.323383,54.907629,42.530113,121.660948,122.246681,72.201049,36.967773,-27.333781,27.803722,-61.200301,22.231138,0.394588,0.540833,0.394588,0.540833,0.12,0.099499,16.765721,13.216871,15.284938,13.446451,31.056052,52.652973,42.94196,12.377516,0.585733,58.7
13521,13521,450.7,132.561906,171.944545,56.164557,39.125797,127.888657,129.553882,-45.640396,-30.804683,73.029707,-17.718247,-31.062588,51.870121,0.936269,0.874643,0.936269,0.874643,0.0,0.03,15.992471,13.216871,12.562283,12.729323,24.835845,49.635376,39.382639,17.038761,1.665225,61.9
13524,13524,450.8,131.733855,174.691026,56.884907,42.326785,124.394633,127.506189,98.181672,41.296147,-57.320461,50.381176,-83.032092,-64.913791,1.47489,0.220454,1.47489,0.220454,0.042426,0.042426,17.771209,13.216871,13.930884,11.483396,20.464776,39.675856,42.957171,14.558122,3.111556,67.1
13527,13527,450.9,136.168968,171.934976,55.415521,40.974687,108.573367,111.289881,95.810134,-120.892287,-88.829121,-40.502631,-198.596856,-149.393861,0.960469,0.940106,0.960469,0.940106,0.042426,0.042426,17.771209,12.544304,13.930884,11.483396,31.915243,39.675856,35.766009,14.440834,2.716514,59.7
13530,13530,451.0,126.988586,173.201578,64.896957,41.688671,118.752758,115.039051,-164.137545,-20.190688,190.67413,-14.263876,107.13911,49.064522,1.300077,0.234307,1.300077,0.234307,0.042426,0.0,19.243756,11.875651,20.032253,10.744985,31.915243,34.685455,46.212992,23.208286,3.713707,49.9
13533,13533,451.1,135.9374,174.362329,57.599825,41.545967,107.689172,113.195156,134.753507,47.20556,-66.462601,-18.442726,82.472478,205.735229,2.911546,1.475195,2.911546,1.475195,0.042426,0.0,19.243756,11.875651,20.032253,10.407272,35.548522,34.685455,38.424928,16.053858,5.505985,42.8
13536,13536,451.2,133.920737,173.804993,60.698465,40.293579,113.762523,116.315627,38.556967,-15.954433,-29.804503,2.946967,-105.64434,-103.320964,0.302985,0.35242,0.302985,0.35242,0.03,0.03,17.316901,11.875651,20.032253,5.536876,28.727961,33.838174,39.884256,20.404885,2.553104,46.8
13539,13539,451.3,132.066251,174.059479,63.255897,38.365785,120.287954,122.452197,-99.605311,4.001977,105.136195,27.780276,164.41791,57.230596,0.37229,0.611882,0.37229,0.611882,0.051962,0.042426,12.70321,11.875651,16.940807,5.536876,27.362733,32.988803,41.993228,24.890112,2.164244,72.0
13542,13542,451.4,141.679006,172.423421,56.918903,36.868684,112.216416,125.177148,77.231609,-30.853227,-72.706303,-29.946781,-189.719941,94.644377,0.395727,1.233288,0.395727,1.233288,0.03,0.03,14.69042,11.875651,12.140149,5.66143,25.776269,26.327363,30.744415,20.05022,12.960732,59.8
13545,13545,451.5,135.836798,170.992702,62.748453,36.572758,113.39802,124.026582,-91.450767,-13.082761,144.577837,7.001449,-51.271421,-42.598275,0.641327,0.172337,0.641327,0.172337,0.067082,0.06,14.69042,6.995825,11.166723,7.222811,24.770293,26.327363,35.155904,26.175695,10.628562,39.4
13548,13548,451.6,135.268896,169.170202,64.786934,35.746707,111.347868,119.617846,7.121905,23.313249,-9.433876,-125.371907,135.692793,16.777644,0.152971,1.061084,0.152971,1.061084,0.03,0.051962,14.69042,7.930289,11.984533,7.222811,24.770293,26.327363,33.901307,29.040227,8.269978,55.4
13551,13551,451.7,121.92888,167.645073,74.490574,35.909904,109.618846,117.943581,-111.014092,-30.938911,108.115921,50.375145,-170.148784,-253.426679,1.652453,1.243101,1.652453,1.243101,0.099499,0.094868,19.750126,8.408842,19.075053,8.096052,24.770293,26.327363,45.716193,38.58067,8.324736,47.3
13554,13554,451.8,121.28363,166.537017,75.188129,36.660367,113.430601,121.571367,-68.060042,-12.224547,64.970762,-18.224523,33.773418,-12.286335,0.177482,0.45793,0.177482,0.45793,0.06,0.067082,20.395377,10.437966,19.772608,8.096052,19.454544,21.168873,45.253387,38.527763,8.140766,42.7
13557,13557,451.9,126.013231,166.09564,72.498906,37.828236,108.131196,118.923049,144.57167,13.638953,-116.892361,8.800551,-60.84923,16.833785,1.171921,0.123693,1.171921,0.123693,0.06,0.042426,20.484831,8.835317,20.979797,8.077383,15.999069,20.053822,40.082409,34.67067,10.791854,67.3
13560,13560,452.0,121.604354,168.287754,78.503423,33.918213,110.893401,116.476886,-117.084675,-6.067293,120.857817,-13.48934,159.535803,-11.339698,0.436807,0.57,0.436807,0.57,0.067082,0.067082,20.484831,8.746379,22.367659,8.389902,15.999069,20.053822,46.6834,44.58521,5.583485,80.2
13563,13563,452.1,126.355822,162.343387,73.932126,37.341162,103.466491,125.317506,-32.323948,80.698316,19.295886,-25.14372,11.233983,-12.667667,0.192094,0.480937,0.192094,0.480937,0.0,0.09,20.484831,14.708886,22.367659,7.627755,18.867495,13.195981,35.987564,36.590963,21.851015,78.9
13566,13566,452.2,133.216449,167.407879,69.235828,37.637435,104.108589,130.757319,148.294147,88.603056,-92.98251,-21.400986,22.570011,55.91493,0.051962,0.194422,0.051962,0.194422,0.067082,0.06,20.484831,14.406036,21.584519,6.375367,18.867495,16.932574,34.19143,31.598393,26.648729,82.9
13569,13569,452.3,123.028511,165.593844,78.503126,37.769181,100.119924,115.990117,-82.933292,-102.060555,106.868196,97.940045,28.760161,152.007217,0.354965,1.741034,0.354965,1.741034,0.0,0.03,20.484831,14.406036,21.584519,6.007558,21.777906,19.834109,42.565333,40.733946,15.870192,92.2
13572,13572,452.4,120.023961,166.602616,82.902276,41.03191,107.560763,135.13325,-204.157023,64.951108,161.07521,-43.852145,194.43981,172.310775,1.173456,0.606712,1.173456,0.606712,0.0,0.0,21.655045,12.769978,25.983372,8.575435,16.980932,24.210041,46.578655,41.870366,27.572488,94.6
13575,13575,452.5,119.209987,164.287785,83.970793,42.74091,108.53059,139.392927,73.195324,-1.962957,-46.452372,-19.0187,-39.47091,9.918104,0.513517,0.510882,0.513517,0.510882,0.108167,0.067082,19.066655,11.339259,22.770752,9.456654,16.12922,28.469718,45.077798,41.229883,30.862337,93.0
13578,13578,452.6,115.451727,161.271846,87.649067,45.877473,107.557823,140.306008,-195.803879,27.381291,109.60909,-23.478538,-68.299155,324.530221,0.220454,0.42107,0.220454,0.42107,0.042426,0.03,19.817169,11.289512,22.862133,16.012349,16.12922,29.382799,45.820119,41.771594,32.748185,100.2
13581,13581,452.7,137.552191,142.323335,80.113698,55.135472,97.046714,110.687509,847.386905,-530.349757,-391.124355,219.214821,-329.361327,-182.963669,3.480646,4.560888,3.480646,4.560888,0.794292,0.780577,28.991782,26.672528,23.915349,21.21726,16.383886,29.618499,4.771143,24.978226,13.640795,106.0
13584,13584,452.8,127.154765,137.795223,86.588976,53.08826,97.536818,92.486199,-36.516973,-60.964029,-26.521391,0.080316,87.985225,-616.034971,0.465725,0.540833,0.465725,0.540833,0.511762,0.544151,28.991782,31.20064,23.915349,21.21726,21.100791,47.819809,10.640458,33.500716,5.050619,95.5
13587,13587,452.9,135.289396,142.143164,86.172402,54.587129,83.434889,108.695931,199.127829,27.094143,-14.730624,58.251078,-280.520592,-478.055336,1.082081,1.702616,1.082081,1.702616,0.06,0.123693,28.991782,31.20064,23.915349,21.21726,27.458512,47.819809,6.853768,31.585272,25.261042,90.1
13590,13590,453.0,124.544481,143.717478,93.493113,52.775767,91.130561,102.611261,124.492355,-107.113851,-67.427154,28.740969,-110.883334,-63.285347,1.293136,0.09,1.293136,0.09,0.0,0.03,28.991782,31.20064,27.965082,21.21726,27.458512,47.819809,19.172997,40.717346,11.4807,104.8
13593,13593,453.1,135.487242,140.387962,84.895564,53.482363,83.776644,128.290657,-77.865432,167.921048,44.677951,-65.967681,19.787174,74.867994,0.130767,0.721249,0.130767,0.721249,0.094868,0.09,30.928667,34.205269,27.965082,21.176773,27.418546,47.819809,4.90072,31.413201,44.514013,109.8
13596,13596,453.2,134.918306,140.772998,86.159467,52.677551,89.72342,130.598087,437.440774,-146.784536,-328.380775,25.364135,-1.526778,74.691277,2.730659,0.152971,2.730659,0.152971,0.3,0.3,30.928667,34.205269,27.965082,21.176773,27.418546,47.819809,5.854692,33.481916,40.874668,101.6
13599,13599,453.3,133.98273,115.27857,92.599211,63.693958,83.910418,129.281112,46.786902,-619.58336,49.433184,242.284068,0.353961,59.015315,0.874643,2.380042,0.874643,2.380042,0.453982,0.45,30.928667,51.324046,19.667808,25.924777,27.418546,47.819809,18.70416,28.905253,45.370694,110.5
13602,13602,453.4,116.566072,139.441985,102.034518,50.131438,89.244104,120.301437,34.259758,-92.900358,-28.612925,-3.965804,-22.879662,-22.643715,1.47153,0.553986,1.47153,0.553986,0.36,0.361248,30.928667,51.324046,23.504127,22.662048,27.418546,47.819809,22.875912,51.90308,31.057333,117.1
13605,13605,453.5,119.604607,154.458284,98.962076,40.863367,91.614413,92.929257,-8.582736,22.570059,40.839401,-13.521943,121.676291,-369.301391,0.067082,0.789177,0.067082,0.789177,0.570789,0.6,30.928667,49.009215,24.013253,22.83059,27.40672,47.819809,34.853677,58.098709,1.314844,120.8
13608,13608,453.6,146.741643,155.543834,76.125769,38.107925,83.829943,89.512799,543.194844,10.017658,-436.318318,20.391651,-12.538795,-421.374176,3.06,0.425323,3.06,0.425323,0.619193,0.630714,38.181233,45.993276,27.371639,26.265755,25.597684,50.793209,8.80219,38.017844,5.682855,106.5
13611,13611,453.7,131.622961,152.858609,91.749053,38.189332,86.017303,112.936828,-218.55476,21.130249,222.770344,-13.085536,-54.588136,-173.520199,1.711315,0.099499,1.711315,0.099499,0.134164,0.127279,32.535187,41.112127,27.371639,26.265755,15.109077,41.085289,21.235648,53.559722,26.919524,103.2
13614,13614,453.8,135.94479,155.639261,88.107825,35.856111,86.212814,112.092444,-55.751502,-12.477191,155.11365,15.911458,-145.395644,-225.105885,0.45,0.351141,0.45,0.351141,0.06,0.06,32.535187,41.112127,27.371639,28.368229,15.109077,41.085289,19.69447,52.251714,25.879631,107.6
13617,13617,453.9,133.570644,158.354303,88.991287,32.954523,89.616461,117.327051,161.923132,13.476083,-425.929761,-76.446231,359.512236,365.116827,2.131056,1.034021,2.131056,1.034021,0.073485,0.051962,32.535187,43.788724,30.945384,30.739435,17.193952,41.085289,24.783659,56.036764,27.71059,99.6
13620,13620,454.0,145.890889,147.693467,81.03252,36.105918,86.137525,115.409426,411.467025,-372.592439,-329.584511,136.458882,54.196239,296.640469,2.400375,3.601125,2.400375,3.601125,1.173456,1.170385,31.868256,46.58533,30.945384,32.13667,13.981693,41.085289,1.802578,44.926602,29.2719,105.8
13623,13623,454.1,139.575953,148.319654,88.625708,35.008915,86.434571,111.89118,-110.914826,45.817378,100.998021,-27.873306,1.520973,-52.711861,1.110405,0.410244,1.110405,0.410244,0.06,0.067082,31.868256,46.58533,30.945384,32.13667,13.981693,41.085289,8.743701,53.616794,25.45661,96.2
13626,13626,454.2,132.768759,156.647959,92.25666,31.905647,82.528735,98.599034,-72.718347,-12.262271,41.269758,29.706933,65.062645,-22.673627,0.067082,0.810555,0.067082,0.810555,0.067082,0.06,31.868256,46.58533,30.945384,32.778542,13.981693,41.085289,23.8792,60.351013,16.070299,101.9
13629,13629,454.3,149.541751,151.633905,80.489308,32.84567,83.958188,120.644459,200.594266,-101.770572,-73.193299,74.235818,27.65069,405.20931,0.972111,4.628661,0.972111,4.628661,0.351141,0.3,34.668365,46.58533,30.945384,33.322815,13.981693,39.768313,2.092153,47.643637,36.686271,96.9
13632,13632,454.4,145.491883,154.956517,81.984219,28.737033,68.927829,98.639446,459.599176,-126.73753,-439.853081,-15.721098,44.710474,-77.79698,4.440507,0.947734,4.440507,0.947734,0.631427,0.630714,34.668365,22.421916,30.945384,21.394405,24.176933,35.24509,9.464634,53.247186,29.711617,98.8
13635,13635,454.5,144.673697,154.634071,82.596099,30.127443,70.139332,107.391356,-82.82301,-71.439573,98.23543,36.821568,-86.122477,-66.900211,0.380657,1.113643,0.380657,1.113643,0.189737,0.067082,31.596706,15.071493,30.945384,13.430552,24.176933,35.24509,9.960374,52.468655,37.252024,111.3
13638,13638,454.6,145.106661,157.330879,89.782702,33.678814,66.624165,114.279124,180.241377,2.75981,-156.026424,140.678742,25.507582,532.684871,2.73,4.440507,2.73,4.440507,0.0,0.06,31.596706,15.071493,30.945384,11.580446,25.285423,35.24509,12.224217,56.103888,47.654959,114.5
